Gene stable ID,RefSeq mRNA ID
FBgn0004181,NM_138151
FBgn0004181,NM_138151
FBgn0004181,NM_001274249
FBgn0004181,NM_001274249
FBgn0004181,NM_001274249
FBti0061188,
FBti0061188,
FBti0061188,
FBgn0267891,
FBgn0040078,NM_144351
FBgn0040078,NM_144351
FBgn0040078,NM_144351
FBgn0040268,NM_078878
FBgn0040268,NM_078878
FBgn0040268,NM_078878
FBgn0029971,NM_001169222
FBgn0029971,NM_001169222
FBgn0029971,NM_001169222
FBgn0029971,NM_132188
FBgn0029971,NM_132188
FBgn0029971,NM_132188
FBgn0029971,NM_001169223
FBgn0029971,NM_001169223
FBgn0029971,NM_001169223
FBgn0029971,NM_167134
FBgn0029971,NM_167134
FBgn0029971,NM_167134
FBgn0029971,NM_001298059
FBgn0029971,NM_001298059
FBgn0029971,NM_001298059
FBgn0015000,NM_001273132
FBgn0015000,NM_001273132
FBgn0015000,NM_001273132
FBgn0015000,NM_080361
FBgn0015000,NM_080361
FBgn0015000,NM_080361
FBgn0038125,NM_169496
FBgn0038125,NM_169496
FBgn0038125,NM_169496
FBgn0264980,
FBgn0264980,
FBgn0264980,
FBgn0038320,NM_142190
FBgn0038320,NM_142190
FBgn0038320,NM_142190
FBgn0033723,NM_136926
FBgn0033723,NM_136926
FBgn0033723,NM_136926
FBgn0020300,NM_080241
FBgn0020300,NM_080241
FBgn0020300,NM_080241
FBgn0042177,NM_001275028
FBgn0042177,NM_001275028
FBgn0042177,NM_001275028
FBgn0042177,NM_168677
FBgn0042177,NM_168677
FBgn0042177,NM_168677
FBgn0042177,
FBgn0042177,
FBgn0042177,
FBgn0083965,NM_001043295
FBgn0083965,NM_001043295
FBgn0083965,NM_001043295
FBti0062903,
FBti0062903,
FBti0062903,
FBgn0037131,NM_141104
FBgn0037131,NM_141104
FBgn0037131,NM_141104
FBgn0262872,NM_080765
FBgn0262872,NM_080765
FBgn0262872,NM_080765
FBgn0262872,NM_001258998
FBgn0262872,NM_001258998
FBgn0262872,NM_001258998
FBgn0262872,NM_001258999
FBgn0262872,NM_001258999
FBgn0262872,NM_001258999
FBgn0262872,NM_001259000
FBgn0262872,NM_001259000
FBgn0262872,NM_001259000
FBgn0262872,NM_164736
FBgn0262872,NM_164736
FBgn0262872,NM_164736
FBgn0262872,NM_164738
FBgn0262872,NM_164738
FBgn0262872,NM_164738
FBgn0278600,NM_001316575
FBgn0278600,NM_001316575
FBgn0278600,NM_001316575
FBgn0029968,NM_001382032
FBgn0029968,NM_001382032
FBgn0029968,NM_001382032
FBgn0083018,
FBgn0083018,
FBgn0083018,
FBti0019323,
FBti0019323,
FBti0019323,
FBgn0038750,NM_142590
FBgn0038750,NM_142590
FBgn0038750,NM_142590
FBgn0265727,
FBgn0265727,
FBgn0265727,
FBgn0032029,NM_001298821
FBgn0032029,NM_001298821
FBgn0032029,NM_001298821
FBgn0032029,NM_164811
FBgn0032029,NM_164811
FBgn0032029,NM_164811
FBgn0032029,NM_135372
FBgn0032029,NM_135372
FBgn0032029,NM_135372
FBgn0032029,NM_001298820
FBgn0032029,NM_001298820
FBgn0032029,NM_001298820
FBgn0266275,
FBgn0266275,
FBgn0266275,
FBti0019281,
FBti0019281,
FBti0019281,
FBti0062669,
FBti0062669,
FBti0062669,
FBti0063952,
FBti0063952,
FBti0063952,
FBti0019086,
FBti0019086,
FBti0019086,
FBgn0061200,NM_001103532
FBgn0061200,NM_001103532
FBgn0061200,NM_001103532
FBgn0061200,NM_001144734
FBgn0061200,NM_001144734
FBgn0061200,NM_001144734
FBgn0061200,NM_132908
FBgn0061200,NM_132908
FBgn0061200,NM_132908
FBti0061622,
FBti0061622,
FBti0061622,
FBgn0053875,NM_001032196
FBgn0053875,NM_001032196
FBgn0053875,NM_001032196
FBgn0040349,NM_130519
FBgn0040349,NM_130519
FBgn0040349,NM_130519
FBti0063608,
FBti0063608,
FBti0063608,
FBgn0069938,NM_001042844
FBgn0069938,NM_001042844
FBgn0069938,NM_001042844
FBgn0053489,NM_001274786
FBgn0053489,NM_001274786
FBgn0053489,NM_001274786
FBgn0053489,NM_206326
FBgn0053489,NM_206326
FBgn0053489,NM_206326
FBti0019387,
FBti0019387,
FBti0019387,
FBtr0309686_df_nrg,
FBtr0309686_df_nrg,
FBtr0309686_df_nrg,
FBti0019227,
FBti0019227,
FBti0019227,
FBti0061952,
FBti0061952,
FBti0061952,
FBgn0037981,NM_141889
FBgn0037981,NM_141889
FBgn0037981,NM_141889
FBgn0035524,NM_001038900
FBgn0035524,NM_001038900
FBgn0035524,NM_001038900
FBti0060018,
FBti0060018,
FBti0060018,
FBgn0035443,NM_168030
FBgn0035443,NM_168030
FBgn0035443,NM_168030
FBti0063999,
FBti0063999,
FBti0063999,
FBti0019155,
FBti0019155,
FBti0019155,
FBgn0037433,NM_141387
FBgn0037433,NM_141387
FBgn0037433,NM_141387
FBgn0265060,
FBgn0265060,
FBgn0265060,
FBgn0033547,NM_001273943
FBgn0033547,NM_001273943
FBgn0033547,NM_001273943
FBgn0033547,NM_136765
FBgn0033547,NM_136765
FBgn0033547,NM_136765
FBgn0053506,NM_001014528
FBgn0053506,NM_001014528
FBgn0053506,NM_001014528
FBgn0039500,NM_143291
FBgn0039500,NM_143291
FBgn0039500,NM_143291
FBgn0038797,NM_169897
FBgn0038797,NM_169897
FBgn0038797,NM_169897
FBgn0067311,NM_206013
FBgn0067311,NM_206013
FBgn0067311,NM_206013
FBgn0262415,
FBgn0262415,
FBgn0262415,
FBgn0028684,NM_079740
FBgn0028684,NM_079740
FBgn0028684,NM_079740
FBgn0262142,
FBgn0262142,
FBgn0262142,
FBti0019055,
FBti0019055,
FBti0019055,
FBti0019051,
FBti0019051,
FBti0019051,
FBgn0033315,NM_136555
FBgn0033315,NM_136555
FBgn0033315,NM_136555
FBgn0030386,NM_132568
FBgn0030386,NM_132568
FBgn0030386,NM_132568
FBgn0040752,NM_137081
FBgn0040752,NM_137081
FBgn0040752,NM_137081
FBgn0040752,NM_001299474
FBgn0040752,NM_001299474
FBgn0040752,NM_001299474
FBgn0040752,NM_001299473
FBgn0040752,NM_001299473
FBgn0040752,NM_001299473
FBgn0040752,NM_001259386
FBgn0040752,NM_001259386
FBgn0040752,NM_001259386
FBgn0262788,NM_001259757
FBgn0262788,NM_001259757
FBgn0262788,NM_001259757
FBti0062297,
FBti0062297,
FBti0062297,
FBgn0266751,
FBgn0266751,
FBgn0266751,
FBti0063621,
FBti0063621,
FBti0063621,
FBti0114512,
FBti0114512,
FBti0114512,
FBgn0051648,NM_164644
FBgn0051648,NM_164644
FBgn0051648,NM_164644
FBgn0019644,NM_079287
FBgn0019644,NM_079287
FBgn0019644,NM_079287
FBgn0260026,NM_001299999
FBgn0260026,NM_001299999
FBgn0260026,NM_001299999
FBgn0260026,NM_001169863
FBgn0260026,NM_001169863
FBgn0260026,NM_001169863
FBgn0260026,NM_001169862
FBgn0260026,NM_001169862
FBgn0260026,NM_001169862
FBgn0263667,NM_138003
FBgn0263667,NM_138003
FBgn0263667,NM_138003
FBgn0263667,NM_001299863
FBgn0263667,NM_001299863
FBgn0263667,NM_001299863
FBti0063573,
FBti0063573,
FBti0063573,
FBgn0032314,NM_135624
FBgn0032314,NM_135624
FBgn0032314,NM_135624
FBti0062540,
FBti0062540,
FBti0062540,
FBgn0013750,NM_166090
FBgn0013750,NM_166090
FBgn0013750,NM_166090
FBgn0013750,NM_079027
FBgn0013750,NM_079027
FBgn0013750,NM_079027
FBgn0013750,NM_166089
FBgn0013750,NM_166089
FBgn0013750,NM_166089
FBgn0013750,NM_166088
FBgn0013750,NM_166088
FBgn0013750,NM_166088
FBgn0013750,NM_166091
FBgn0013750,NM_166091
FBgn0013750,NM_166091
FBgn0038505,NM_142364
FBgn0038505,NM_142364
FBgn0038505,NM_142364
FBgn0039169,NM_001275973
FBgn0039169,NM_001275973
FBgn0039169,NM_001275973
FBgn0039169,NM_142975
FBgn0039169,NM_142975
FBgn0039169,NM_142975
FBgn0261016,NM_001103776
FBgn0261016,NM_001103776
FBgn0261016,NM_001103776
FBgn0002940,NM_079683
FBgn0002940,NM_079683
FBgn0002940,NM_079683
FBgn0053746,
FBgn0053746,
FBgn0053746,
FBgn0267119,
FBgn0267119,
FBgn0267119,
FBti0060058,
FBti0060058,
FBti0060058,
FBgn0032395,NM_135691
FBgn0032395,NM_135691
FBgn0032395,NM_135691
FBgn0031875,NM_080707
FBgn0031875,NM_080707
FBgn0031875,NM_080707
FBgn0013678,
FBgn0265729,
FBgn0265729,
FBgn0265729,
FBgn0000448,NM_001273925
FBgn0000448,NM_001273925
FBgn0000448,NM_001273925
FBgn0000448,NM_001347757
FBgn0000448,NM_001347757
FBgn0000448,NM_001347757
FBgn0000448,NM_176123
FBgn0000448,NM_176123
FBgn0000448,NM_176123
FBgn0000448,NM_001103786
FBgn0000448,NM_001103786
FBgn0000448,NM_001103786
FBgn0000448,NM_001259307
FBgn0000448,NM_001259307
FBgn0000448,NM_001259307
FBgn0000448,NM_176121
FBgn0000448,NM_176121
FBgn0000448,NM_176121
FBti0059796,
FBti0059796,
FBti0059796,
FBgn0001248,NM_001144438
FBgn0001248,NM_001144438
FBgn0001248,NM_001144438
FBgn0001248,NM_168267
FBgn0001248,NM_168267
FBgn0001248,NM_168267
FBgn0001248,NM_168269
FBgn0001248,NM_168269
FBgn0001248,NM_168269
FBgn0001248,NM_143787
FBgn0001248,NM_143787
FBgn0001248,NM_143787
FBgn0001248,NM_001144439
FBgn0001248,NM_001144439
FBgn0001248,NM_001144439
FBgn0001248,NM_168268
FBgn0001248,NM_168268
FBgn0001248,NM_168268
FBgn0001248,NM_168265
FBgn0001248,NM_168265
FBgn0001248,NM_168265
FBgn0001248,NM_168266
FBgn0001248,NM_168266
FBgn0001248,NM_168266
FBgn0001248,NM_176298
FBgn0001248,NM_176298
FBgn0001248,NM_176298
FBgn0038846,NM_001260290
FBgn0038846,NM_001260290
FBgn0038846,NM_001260290
FBgn0038846,NM_001260291
FBgn0038846,NM_001260291
FBgn0038846,NM_001260291
FBgn0038846,NM_001260289
FBgn0038846,NM_001260289
FBgn0038846,NM_001260289
FBgn0038846,NM_142675
FBgn0038846,NM_142675
FBgn0038846,NM_142675
FBgn0262790,NM_001259317
FBgn0262790,NM_001259317
FBgn0262790,NM_001259317
FBgn0262790,NM_001299355
FBgn0262790,NM_001299355
FBgn0262790,NM_001299355
FBgn0262790,NM_001316412
FBgn0262790,NM_001316412
FBgn0262790,NM_001316412
FBti0061708,
FBti0061708,
FBti0061708,
FBti0059687,
FBti0059687,
FBti0059687,
FBgn0267263,
FBgn0267263,
FBgn0267263,
FBgn0085732,
FBgn0085732,
FBgn0085732,
FBgn0085732,
FBgn0085732,
FBgn0085732,
FBgn0085732,
FBgn0085732,
FBgn0085732,
FBgn0039441,NM_170281
FBgn0039441,NM_170281
FBgn0039441,NM_170281
FBgn0082968,
FBgn0082968,
FBgn0082968,
FBti0062610,
FBti0062610,
FBti0062610,
FBti0060827,
FBti0060827,
FBti0060827,
FBgn0010265,NM_001298818
FBgn0010265,NM_001298818
FBgn0010265,NM_001298818
FBgn0010265,NM_001038796
FBgn0010265,NM_001038796
FBgn0010265,NM_001038796
FBgn0010265,NM_057590
FBgn0010265,NM_057590
FBgn0010265,NM_057590
FBgn0039303,NM_001316488
FBgn0039303,NM_001316488
FBgn0039303,NM_001316488
FBgn0039303,NM_143105
FBgn0039303,NM_143105
FBgn0039303,NM_143105
FBgn0265156,
FBgn0265156,
FBgn0265156,
FBti0062510,
FBti0062510,
FBti0062510,
FBti0060432,
FBti0060432,
FBti0060432,
FBgn0086915,NM_079464
FBgn0086915,NM_079464
FBgn0086915,NM_079464
FBti0062531,
FBti0062531,
FBti0062531,
FBgn0037634,NM_141580
FBgn0037634,NM_141580
FBgn0037634,NM_141580
FBgn0051635,NM_001273207
FBgn0051635,NM_001273207
FBgn0051635,NM_001273207
FBgn0051635,NM_001273208
FBgn0051635,NM_001273208
FBgn0051635,NM_001273208
FBgn0051635,NM_001273210
FBgn0051635,NM_001273210
FBgn0051635,NM_001273210
FBgn0051635,NM_001273206
FBgn0051635,NM_001273206
FBgn0051635,NM_001273206
FBgn0051635,NM_001273209
FBgn0051635,NM_001273209
FBgn0051635,NM_001273209
FBgn0051635,NM_001103632
FBgn0051635,NM_001103632
FBgn0051635,NM_001103632
FBgn0051635,NM_001273211
FBgn0051635,NM_001273211
FBgn0051635,NM_001273211
FBgn0051635,NM_164696
FBgn0051635,NM_164696
FBgn0051635,NM_164696
FBgn0011660,NM_057675
FBgn0011660,NM_057675
FBgn0011660,NM_057675
FBgn0039676,NM_001276146
FBgn0039676,NM_001276146
FBgn0039676,NM_001276146
FBgn0039676,NM_001276145
FBgn0039676,NM_001276145
FBgn0039676,NM_001276145
FBgn0039676,NM_143448
FBgn0039676,NM_143448
FBgn0039676,NM_143448
FBgn0028962,NM_079208
FBgn0028962,NM_079208
FBgn0028962,NM_079208
FBgn0265669,NM_001299097
FBgn0265669,NM_001299097
FBgn0265669,NM_001299097
FBgn0040365,NM_130527
FBgn0040365,NM_130527
FBgn0040365,NM_130527
FBgn0044049,NM_140104
FBgn0044049,NM_140104
FBgn0044049,NM_140104
FBgn0031909,NM_135271
FBgn0031909,NM_135271
FBgn0031909,NM_135271
FBgn0085446,NM_001272350
FBgn0085446,NM_001272350
FBgn0085446,NM_001272350
FBgn0085446,NM_206636
FBgn0085446,NM_206636
FBgn0085446,NM_206636
FBgn0085446,NM_001272354
FBgn0085446,NM_001272354
FBgn0085446,NM_001272354
FBgn0085446,NM_001103422
FBgn0085446,NM_001103422
FBgn0085446,NM_001103422
FBgn0085446,NM_001103426
FBgn0085446,NM_001103426
FBgn0085446,NM_001103426
FBgn0085446,NM_001201619
FBgn0085446,NM_001201619
FBgn0085446,NM_001201619
FBgn0085446,NM_001298018
FBgn0085446,NM_001298018
FBgn0085446,NM_001298018
FBgn0085446,NM_001298017
FBgn0085446,NM_001298017
FBgn0085446,NM_001298017
FBgn0085446,NM_001272355
FBgn0085446,NM_001272355
FBgn0085446,NM_001272355
FBgn0085446,NM_001272349
FBgn0085446,NM_001272349
FBgn0085446,NM_001272349
FBgn0085446,NM_001169209
FBgn0085446,NM_001169209
FBgn0085446,NM_001169209
FBgn0085446,NM_001298019
FBgn0085446,NM_001298019
FBgn0085446,NM_001298019
FBgn0085446,NM_001169208
FBgn0085446,NM_001169208
FBgn0085446,NM_001169208
FBgn0085446,NM_001272347
FBgn0085446,NM_001272347
FBgn0085446,NM_001272347
FBgn0085446,NM_001272348
FBgn0085446,NM_001272348
FBgn0085446,NM_001272348
FBgn0085446,NM_001272353
FBgn0085446,NM_001272353
FBgn0085446,NM_001272353
FBgn0085446,NM_001103425
FBgn0085446,NM_001103425
FBgn0085446,NM_001103425
FBgn0085446,NM_001201620
FBgn0085446,NM_001201620
FBgn0085446,NM_001201620
FBgn0085446,NM_001272352
FBgn0085446,NM_001272352
FBgn0085446,NM_001272352
FBgn0085446,NM_001272351
FBgn0085446,NM_001272351
FBgn0085446,NM_001272351
FBgn0085446,NM_001103423
FBgn0085446,NM_001103423
FBgn0085446,NM_001103423
FBgn0262850,
FBgn0262850,
FBgn0262850,
FBgn0261006,
FBgn0261006,
FBgn0261006,
FBti0062371,
FBti0062371,
FBti0062371,
FBgn0066365,NM_139633
FBgn0066365,NM_139633
FBgn0066365,NM_139633
FBgn0066365,NM_168078
FBgn0066365,NM_168078
FBgn0066365,NM_168078
FBgn0066365,NM_168079
FBgn0066365,NM_168079
FBgn0066365,NM_168079
FBti0019445,
FBti0019445,
FBti0019445,
FBgn0262214,
FBgn0262214,
FBgn0262214,
FBgn0051779,NM_001258928
FBgn0051779,NM_001258928
FBgn0051779,NM_001258928
FBgn0051779,NM_001042865
FBgn0051779,NM_001042865
FBgn0051779,NM_001042865
FBti0018877,
FBti0018877,
FBti0018877,
FBgn0033740,NM_136941
FBgn0033740,NM_136941
FBgn0033740,NM_136941
FBgn0033740,NM_001299420
FBgn0033740,NM_001299420
FBgn0033740,NM_001299420
FBgn0031093,NM_134532
FBgn0031093,NM_134532
FBgn0031093,NM_134532
FBgn0000709,NM_080358
FBgn0000709,NM_080358
FBgn0000709,NM_080358
FBti0062589,
FBti0062589,
FBti0062589,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0267668,
FBgn0037569,NM_141527
FBgn0037569,NM_141527
FBgn0037569,NM_141527
FBgn0031309,NM_134730
FBgn0031309,NM_134730
FBgn0031309,NM_134730
FBgn0039726,NM_143495
FBgn0039726,NM_143495
FBgn0039726,NM_143495
FBgn0020415,NM_001259114
FBgn0020415,NM_001259114
FBgn0020415,NM_001259114
FBgn0020415,NM_057909
FBgn0020415,NM_057909
FBgn0020415,NM_057909
FBgn0020415,NM_001259113
FBgn0020415,NM_001259113
FBgn0020415,NM_001259113
FBgn0039966,NM_001272856
FBgn0039966,NM_001272856
FBgn0039966,NM_001272856
FBgn0039966,NM_001042856
FBgn0039966,NM_001042856
FBgn0039966,NM_001042856
FBgn0039966,NM_001042857
FBgn0039966,NM_001042857
FBgn0039966,NM_001042857
FBgn0036846,NM_079430
FBgn0036846,NM_079430
FBgn0036846,NM_079430
FBgn0036846,NM_001275104
FBgn0036846,NM_001275104
FBgn0036846,NM_001275104
FBgn0053728,
FBgn0053728,
FBgn0053728,
FBgn0051669,
FBgn0051669,
FBgn0051669,
FBgn0041622,NM_206347
FBgn0041622,NM_206347
FBgn0041622,NM_206347
FBgn0041622,NM_206348
FBgn0041622,NM_206348
FBgn0041622,NM_206348
FBti0064141,
FBti0064141,
FBti0064141,
FBgn0023506,NM_132252
FBgn0023506,NM_132252
FBgn0023506,NM_132252
FBti0064207,
FBti0064207,
FBti0064207,
FBgn0033953,NM_137134
FBgn0033953,NM_137134
FBgn0033953,NM_137134
FBgn0259146,NM_143196
FBgn0259146,NM_143196
FBgn0259146,NM_143196
FBgn0011888,
FBgn0011888,
FBgn0011888,
FBgn0031021,NM_133157
FBgn0031021,NM_133157
FBgn0031021,NM_133157
FBgn0032968,NM_136284
FBgn0032968,NM_136284
FBgn0032968,NM_136284
FBgn0032968,NM_001299200
FBgn0032968,NM_001299200
FBgn0032968,NM_001299200
FBgn0052582,
FBgn0052582,
FBgn0052582,
FBgn0052582,
FBgn0052582,
FBgn0052582,
FBgn0052582,
FBgn0052582,
FBgn0052582,
FBgn0064237,NM_137477
FBgn0064237,NM_137477
FBgn0064237,NM_137477
FBgn0265886,
FBgn0265886,
FBgn0265886,
FBgn0013997,NM_079310
FBgn0013997,NM_079310
FBgn0013997,NM_079310
FBgn0013997,NM_168491
FBgn0013997,NM_168491
FBgn0013997,NM_168491
FBgn0052174,NM_140720
FBgn0052174,NM_140720
FBgn0052174,NM_140720
FBgn0052174,NM_168732
FBgn0052174,NM_168732
FBgn0052174,NM_168732
FBgn0052174,NM_001259886
FBgn0052174,NM_001259886
FBgn0052174,NM_001259886
FBgn0035331,NM_001274395
FBgn0035331,NM_001274395
FBgn0035331,NM_001274395
FBgn0035331,NM_139456
FBgn0035331,NM_139456
FBgn0035331,NM_139456
FBti0020173,
FBti0020173,
FBti0020173,
FBgn0040699,NM_144079
FBgn0040699,NM_144079
FBgn0040699,NM_144079
FBti0061873,
FBti0061873,
FBti0061873,
FBgn0052304,NM_167943
FBgn0052304,NM_167943
FBgn0052304,NM_167943
FBti0061253,
FBti0061253,
FBti0061253,
FBti0019778,
FBti0019778,
FBti0019778,
FBti0060743,
FBti0060743,
FBti0060743,
FBgn0037753,NM_001104261
FBgn0037753,NM_001104261
FBgn0037753,NM_001104261
FBti0060682,
FBti0060682,
FBti0060682,
FBgn0051010,NM_170519
FBgn0051010,NM_170519
FBgn0051010,NM_170519
FBgn0051010,NM_001276192
FBgn0051010,NM_001276192
FBgn0051010,NM_001276192
FBti0059936,
FBti0059936,
FBti0059936,
FBgn0050286,NM_166460
FBgn0050286,NM_166460
FBgn0050286,NM_166460
FBgn0050286,NM_001169768
FBgn0050286,NM_001169768
FBgn0050286,NM_001169768
FBgn0003942,NM_057430
FBgn0003942,NM_057430
FBgn0003942,NM_057430
FBgn0037989,NM_169450
FBgn0037989,NM_169450
FBgn0037989,NM_169450
FBgn0037989,NM_001300365
FBgn0037989,NM_001300365
FBgn0037989,NM_001300365
FBgn0037989,NM_001260140
FBgn0037989,NM_001260140
FBgn0037989,NM_001260140
FBgn0037989,NM_001260139
FBgn0037989,NM_001260139
FBgn0037989,NM_001260139
FBgn0037989,NM_001260138
FBgn0037989,NM_001260138
FBgn0037989,NM_001260138
FBgn0037989,NM_001300367
FBgn0037989,NM_001300367
FBgn0037989,NM_001300367
FBgn0037989,NM_001300366
FBgn0037989,NM_001300366
FBgn0037989,NM_001300366
FBgn0031149,NM_134581
FBgn0031149,NM_134581
FBgn0031149,NM_134581
FBgn0031149,NM_001272822
FBgn0031149,NM_001272822
FBgn0031149,NM_001272822
FBgn0039703,NM_143475
FBgn0039703,NM_143475
FBgn0039703,NM_143475
FBgn0265144,
FBgn0265144,
FBgn0265144,
FBti0020045,
FBti0020045,
FBti0020045,
FBgn0036264,NM_140301
FBgn0036264,NM_140301
FBgn0036264,NM_140301
FBgn0038475,NM_169744
FBgn0038475,NM_169744
FBgn0038475,NM_169744
FBgn0038475,NM_142337
FBgn0038475,NM_142337
FBgn0038475,NM_142337
FBgn0038475,NM_176508
FBgn0038475,NM_176508
FBgn0038475,NM_176508
FBgn0035620,NM_139720
FBgn0035620,NM_139720
FBgn0035620,NM_139720
FBgn0035620,NM_001300015
FBgn0035620,NM_001300015
FBgn0035620,NM_001300015
FBgn0037294,NM_141256
FBgn0037294,NM_141256
FBgn0037294,NM_141256
FBgn0053113,NM_205908
FBgn0053113,NM_205908
FBgn0053113,NM_205908
FBgn0053113,NM_175974
FBgn0053113,NM_175974
FBgn0053113,NM_175974
FBgn0053113,NM_001169404
FBgn0053113,NM_001169404
FBgn0053113,NM_001169404
FBgn0053113,NM_001169406
FBgn0053113,NM_001169406
FBgn0053113,NM_001169406
FBgn0053113,NM_175972
FBgn0053113,NM_175972
FBgn0053113,NM_175972
FBgn0053113,NM_001169405
FBgn0053113,NM_001169405
FBgn0053113,NM_001169405
FBgn0053113,NM_175969
FBgn0053113,NM_175969
FBgn0053113,NM_175969
FBgn0053113,NM_175971
FBgn0053113,NM_175971
FBgn0053113,NM_175971
FBgn0053113,NM_001169407
FBgn0053113,NM_001169407
FBgn0053113,NM_001169407
FBgn0053113,NM_175973
FBgn0053113,NM_175973
FBgn0053113,NM_175973
FBgn0053113,NM_175970
FBgn0053113,NM_175970
FBgn0053113,NM_175970
FBti0060633,
FBti0060633,
FBti0060633,
FBti0061727,
FBti0061727,
FBti0061727,
FBgn0284436,NM_136574
FBgn0284436,NM_136574
FBgn0284436,NM_136574
FBgn0050383,NM_165563
FBgn0050383,NM_165563
FBgn0050383,NM_165563
FBgn0263493,
FBgn0263493,
FBgn0263493,
FBti0061930,
FBti0061930,
FBti0061930,
FBgn0031460,NM_134868
FBgn0031460,NM_134868
FBgn0031460,NM_134868
FBgn0032810,NM_136146
FBgn0032810,NM_136146
FBgn0032810,NM_136146
FBgn0032810,NM_001273663
FBgn0032810,NM_001273663
FBgn0032810,NM_001273663
FBgn0052058,NM_168407
FBgn0052058,NM_168407
FBgn0052058,NM_168407
FBgn0013674,
FBgn0004387,NM_001260410
FBgn0004387,NM_001260410
FBgn0004387,NM_001260410
FBgn0004387,NM_079808
FBgn0004387,NM_079808
FBgn0004387,NM_079808
FBgn0267299,
FBgn0267299,
FBgn0267299,
FBti0060075,
FBti0060075,
FBti0060075,
FBgn0004587,NM_176491
FBgn0004587,NM_176491
FBgn0004587,NM_176491
FBgn0004587,NM_176489
FBgn0004587,NM_176489
FBgn0004587,NM_176489
FBgn0004587,NM_001170133
FBgn0004587,NM_001170133
FBgn0004587,NM_001170133
FBgn0004587,NM_176492
FBgn0004587,NM_176492
FBgn0004587,NM_176492
FBgn0004587,NM_001014619
FBgn0004587,NM_001014619
FBgn0004587,NM_001014619
FBgn0004587,NM_176493
FBgn0004587,NM_176493
FBgn0004587,NM_176493
FBgn0004587,NM_176490
FBgn0004587,NM_176490
FBgn0004587,NM_176490
FBgn0004587,NM_176494
FBgn0004587,NM_176494
FBgn0004587,NM_176494
FBgn0004587,NM_001170132
FBgn0004587,NM_001170132
FBgn0004587,NM_001170132
FBgn0004587,NM_176488
FBgn0004587,NM_176488
FBgn0004587,NM_176488
FBgn0262870,NM_001274495
FBgn0262870,NM_001274495
FBgn0262870,NM_001274495
FBgn0262870,NM_001274493
FBgn0262870,NM_001274493
FBgn0262870,NM_001274493
FBgn0262870,NM_079917
FBgn0262870,NM_079917
FBgn0262870,NM_079917
FBgn0262870,NM_001274494
FBgn0262870,NM_001274494
FBgn0262870,NM_001274494
FBgn0262870,NM_001259702
FBgn0262870,NM_001259702
FBgn0262870,NM_001259702
FBgn0262870,NM_001259703
FBgn0262870,NM_001259703
FBgn0262870,NM_001259703
FBgn0262870,NM_001259701
FBgn0262870,NM_001259701
FBgn0262870,NM_001259701
FBgn0000808,NM_001272551
FBgn0000808,NM_001272551
FBgn0000808,NM_001272551
FBgn0000808,NM_001272549
FBgn0000808,NM_001272549
FBgn0000808,NM_001272549
FBgn0000808,NM_001316623
FBgn0000808,NM_001316623
FBgn0000808,NM_001316623
FBgn0000808,NM_001272550
FBgn0000808,NM_001272550
FBgn0000808,NM_001272550
FBgn0262894,NM_001259862
FBgn0262894,NM_001259862
FBgn0262894,NM_001259862
FBti0060831,
FBti0060831,
FBti0060831,
FBgn0033316,NM_136556
FBgn0033316,NM_136556
FBgn0033316,NM_136556
FBti0020077,
FBti0020077,
FBti0020077,
FBgn0052413,NM_001104051
FBgn0052413,NM_001104051
FBgn0052413,NM_001104051
FBgn0002531,NM_001273872
FBgn0002531,NM_001273872
FBgn0002531,NM_001273872
FBgn0002531,NM_057271
FBgn0002531,NM_057271
FBgn0002531,NM_057271
FBgn0032072,NM_135411
FBgn0032072,NM_135411
FBgn0032072,NM_135411
FBgn0034808,NM_137901
FBgn0034808,NM_137901
FBgn0034808,NM_137901
FBgn0028862,NM_001273533
FBgn0028862,NM_001273533
FBgn0028862,NM_001273533
FBgn0028862,NM_135898
FBgn0028862,NM_135898
FBgn0028862,NM_135898
FBgn0028862,NM_001273534
FBgn0028862,NM_001273534
FBgn0028862,NM_001273534
FBgn0053805,
FBgn0053805,
FBgn0053805,
FBgn0039003,NM_142822
FBgn0039003,NM_142822
FBgn0039003,NM_142822
FBgn0039003,NM_001202338
FBgn0039003,NM_001202338
FBgn0039003,NM_001202338
FBgn0024998,NM_130667
FBgn0024998,NM_130667
FBgn0024998,NM_130667
FBgn0267512,
FBgn0011966,
FBgn0011966,
FBgn0011966,
FBgn0265865,
FBgn0265865,
FBgn0265865,
FBgn0266034,
FBgn0266034,
FBgn0266034,
FBgn0267254,NM_001298879
FBgn0267254,NM_001298879
FBgn0267254,NM_001298879
FBti0019015,
FBti0019015,
FBti0019015,
FBgn0259852,
FBgn0039483,NM_143275
FBgn0039483,NM_143275
FBgn0039483,NM_143275
FBgn0035831,NM_139911
FBgn0035831,NM_139911
FBgn0035831,NM_139911
FBgn0266916,NM_001300308
FBgn0266916,NM_001300308
FBgn0266916,NM_001300308
FBgn0266916,NM_169228
FBgn0266916,NM_169228
FBgn0266916,NM_169228
FBgn0036862,NM_001300189
FBgn0036862,NM_001300189
FBgn0036862,NM_001300189
FBgn0036862,NM_001275114
