Assembly1	Assembly2	Size
211000022279887	chrUn_DS483862v1	4310
211000022280671	chrUn_DS483861v1	4310
211000022279098	chrUn_DS483681v1	12368
211000022278191	chrUn_DS485403v1	1148
211000022279722	chrUn_DS485397v1	1148
211000022280124	chrUn_DS485400v1	1148
211000022279181	chrY_DS485399v1_random	1148
211000022278096	chrUn_DS485398v1	1148
211000022279232	chrUn_DS485401v1	1148
211000022278550	chrUn_DS484798v1	1466
211000022279465	chrUn_DS485818v1	1045
211000022278240	chrUn_DS485822v1	1045
211000022278535	chrUn_DS485821v1	1045
211000022279168	chrUn_DS485820v1	1045
211000022279295	chrX_DS484753v1_random	1529
211000022278632	chrX_DS485141v1_random	1228
211000022278923	chrUn_DS484154v1	2791
211000022278622	chrX_DS484261v1_random	2500
211000022278839	chrX_DS484698v1_random	1630
211000022278395	chrUn_DS484073v1	2999
211000022278235	chrX_DS484074v1_random	2999
211000022279807	chrUn_DS484438v1	2102
211000022278132	chrUn_DS484663v1	1714
211000022279460	chrX_DS484067v1_random	3024
211000022278683	chrY_DS484259v1_random	2508
211000022279762	chrY_CP007119v1_random	11498
211000022278215	chrUn_DS483748v1	8346
211000022279299	chrX_DS484374v1_random	2237
211000022278539	chrUn_DS485989v1	1005
211000022279384	chrUn_DS485986v1	1005
211000022278811	chrX_DS485987v1_random	1005
211000022280165	chrUn_DS485988v1	1005
211000022279132	chrUn_DS485991v1	1005
211000022279072	chrX_DS484560v1_random	1904
211000022278995	chrY_DS485388v1_random	1152
211000022278134	chrUn_DS485390v1	1152
211000022280056	chrUn_DS485389v1	1152
211000022278391	chrUn_DS485387v1	1152
211000022280642	chrX_DS484132v1_random	2830
211000022280495	chrX_DS483928v1_random	3730
211000022278334	chrUn_DS484736v1	1552
211000022279668	chrUn_DS485319v1	1169
211000022279410	chrY_DS485320v1_random	1169
211000022278209	chrX_DS484161v1_random	2781
211000022279285	chrUn_DS484561v1	1903
211000022280628	chrX_DS484563v1_random	1903
211000022280657	chrX_DS484562v1_random	1903
211000022278992	chrUn_DS484654v1	1728
211000022279265	chrUn_DS484027v1	3197
211000022279970	chrUn_DS484685v1	1675
211000022280640	chrUn_DS483763v1	6546
211000022280095	chrX_DS484187v1_random	2671
211000022279046	chrY_DS484197v1_random	2642
211000022278252	chrX_DS484809v1_random	1453
211000022279637	chrUn_DS483687v1	12142
211000022278178	chrUn_DS484366v1	2266
211000022280618	chrUn_DS483832v1	4705
211000022278339	chrUn_DS485808v1	1047
211000022278641	chrUn_DS485810v1	1047
211000022278804	chrUn_DS485812v1	1047
211000022278504	chrX_DS485813v1_random	1047
211000022279788	chrUn_DS484686v1	1667
211000022278456	chrUn_DS484787v1	1475
211000022278723	chrUn_DS483864v1	4295
211000022278979	chrUn_DS484709v1	1611
211000022279982	chrUn_DS484020v1	3218
211000022278691	chrX_DS485081v1_random	1252
211000022279311	chrUn_DS484155v1	2790
211000022280703	chrUn_DS483910v1	3906
211000022278451	chrUn_DS484751v1	1533
211000022280159	chrUn_DS484750v1	1533
211000022280256	chrUn_DS485609v1	1096
211000022279975	chrUn_DS485610v1	1096
211000022279068	chrX_DS484839v1_random	1421
211000022280223	chrUn_DS484408v1	2173
211000022279889	chrUn_DS484513v1	1966
211000022278678	chrUn_DS484515v1	1966
211000022279217	chrUn_DS484514v1	1966
Unmapped_Scaffold_51_D1697	chrUn_CP007097v1	13455
211000022279719	chrUn_DS483658v1	13455
211000022279593	chrUn_DS484882v1	1379
211000022278274	chrUn_DS484571v1	1893
211000022278608	chrX_DS484393v1_random	2201
211000022280589	chrUn_DS483817v1	4933
211000022279408	chrX_DS484135v1_random	2825
211000022279513	chrUn_DS484236v1	2556
211000022279076	chrX_DS484725v1_random	1573
211000022279811	chrUn_DS485306v1	1174
211000022278610	chrX_DS485305v1_random	1174
211000022278631	chrX_DS485101v1_random	1241
211000022279491	chrY_DS485099v1_random	1241
211000022278943	chrUn_DS485100v1	1241
211000022279073	chrX_DS484928v1_random	1340
211000022280162	chrUn_DS484927v1	1340
211000022280343	chrUn_DS484926v1	1340
211000022279049	chrUn_DS484642v1	1754
211000022279009	chrX_DS483655v1_random	13549
211000022279839	chrUn_DS484712v1	1610
211000022278754	chrUn_DS484710v1	1610
211000022280678	chrUn_DS485098v1	1242
211000022278645	chrX_DS484182v1_random	2689
211000022278253	chrUn_DS485741v1	1063
211000022278534	chrX_DS485735v1_random	1063
211000022279385	chrY_DS485739v1_random	1063
211000022278276	chrUn_DS485733v1	1063
211000022278699	chrUn_DS485740v1	1063
211000022279306	chrX_DS485738v1_random	1063
211000022279584	chrUn_DS485737v1	1063
211000022278787	chrY_DS485736v1_random	1063
211000022279230	chrUn_DS484632v1	1775
211000022278819	chrX_DS484633v1_random	1775
211000022278941	chrY_DS484631v1_random	1775
211000022280696	chrUn_DS484224v1	2577
211000022280520	chrUn_DS484225v1	2577
211000022279369	chrUn_DS485666v1	1080
211000022278878	chrUn_DS485668v1	1080
211000022279824	chrUn_DS485667v1	1080
3Cen_mapped_Scaffold_36_D1605	chrUn_CP007077v1	36913
211000022280152	chrUn_DS485030v1	1276
211000022280507	chrX_DS484326v1_random	2357
211000022279746	chrUn_DS484153v1	2793
211000022278975	chrUn_DS484152v1	2793
211000022278732	chrUn_DS484210v1	2617
211000022278637	chrX_DS485167v1_random	1221
Unmapped_Scaffold_37_D1608	chrUn_CP007091v1	20763
211000022279044	chrUn_DS484445v1	2092
211000022279868	chrUn_DS484042v1	3156
211000022278684	chrY_DS483778v1_random	5984
211000022280183	chrUn_DS485301v1	1177
211000022278072	chrUn_DS485490v1	1127
211000022278920	chrUn_DS485488v1	1127
211000022278816	chrX_DS484648v1_random	1741
211000022278493	chrUn_DS484277v1	2442
211000022278580	chrUn_DS485047v1	1270
211000022279724	chrUn_DS485046v1	1270
211000022279496	chrY_DS485048v1_random	1270
211000022278487	chrX_DS484996v1_random	1295
211000022279809	chrUn_DS485923v1	1021
211000022278031	chrUn_DS485919v1	1021
211000022279954	chrUn_DS485918v1	1021
211000022279812	chrUn_DS483975v1	3466
211000022279477	chrUn_DS483930v1	3716
211000022279207	chrUn_DS484782v1	1484
211000022279026	chrY_DS484665v1_random	1712
211000022278705	chrX_DS485801v1_random	1048
211000022279286	chrUn_DS485802v1	1048
211000022280149	chrUn_DS485807v1	1048
211000022280069	chrUn_DS485806v1	1048
211000022279258	chrUn_DS485803v1	1048
211000022279780	chrUn_DS484287v1	2428
211000022280194	chrUn_DS485284v1	1182
211000022279974	chrY_DS485283v1_random	1182
211000022279610	chrX_DS485078v1_random	1257
211000022280629	chrX_DS483923v1_random	3775
Y_mapped_Scaffold_5_D1748_D1610	chrY_CP007107v1_random	73091
211000022279908	chrY_DS485858v1_random	1037
211000022279518	chrX_DS485857v1_random	1037
211000022278617	chrX_DS485855v1_random	1037
211000022278818	chrX_DS485856v1_random	1037
211000022279771	chrUn_DS485827v1	1043
211000022278996	chrUn_DS485828v1	1043
211000022278849	chrUn_DS483743v1	11569
3Cen_mapped_Scaffold_27_D1777	chrUn_CP007075v1	11983
X3X4_mapped_Scaffold_6_D1712	chrX_CP007103v1_random	33320
211000022279804	chrUn_DS484449v1	2087
211000022278464	chrX_DS484450v1_random	2087
Unmapped_Scaffold_35_D1599	chrUn_CP007090v1	57785
211000022280577	chrUn_DS484068v1	3013
211000022279836	chrX_DS483698v1_random	11522
211000022278322	chrX_DS484833v1_random	1424
211000022280009	chrUn_DS484836v1	1424
211000022279749	chrUn_DS484834v1	1424
211000022280599	chrUn_DS484391v1	2205
211000022279933	chrUn_DS485567v1	1108
211000022279414	chrUn_DS485569v1	1108
211000022279657	chrUn_DS484553v1	1917
211000022279257	chrUn_DS483797v1	5360
211000022278627	chrX_DS484545v1_random	1928
211000022278304	chrUn_DS484546v1	1928
Unmapped_Scaffold_32_D1773	chrUn_CP007089v1	16157
211000022278460	chrX_DS484533v1_random	1944
211000022278639	chrX_DS484364v1_random	2269
211000022278820	chrX_DS484500v1_random	1993
211000022279118	chrUn_DS484396v1	2198
211000022280153	chrUn_DS484395v1	2198
211000022280727	chrUn_DS483796v1	5383
211000022279442	chrUn_DS484093v1	2922
211000022280686	chrY_DS484094v1_random	2922
211000022279373	chrUn_DS484244v1	2536
211000022278268	chrX_DS484965v1_random	1312
3R	chr3R	32079331
211000022278260	chrUn_DS485748v1	1061
211000022280639	chrX_DS484099v1_random	2910
211000022279563	chrX_DS483784v1_random	5832
211000022278919	chrUn_DS484456v1	2081
211000022280761	chrUn_DS483709v1	18299
211000022278887	chrUn_DS485076v1	1258
211000022278382	chrX_DS485074v1_random	1258
211000022278187	chrX_DS485077v1_random	1258
211000022279764	chrX_DS485049v1_random	1269
211000022279849	chrUn_DS484258v1	2510
211000022279879	chrUn_DS483767v1	6396
211000022278711	chrUn_DS484454v1	2084
211000022280564	chrUn_DS484000v1	3302
211000022279305	chrX_DS484433v1_random	2109
211000022279963	chrY_DS484807v1_random	1456
211000022280641	chrX_DS484060v1_random	3065
211000022278157	chrUn_DS484921v1	1346
211000022280485	chrUn_DS484247v1	2529
211000022279116	chrUn_DS484246v1	2529
211000022278769	chrUn_DS485242v1	1194
211000022280570	chrUn_DS483998v1	3313
211000022278461	chrX_DS484388v1_random	2209
211000022279834	chrX_DS484417v1_random	2139
211000022279388	chrX_DS484974v1_random	1309
211000022279075	chrX_DS484535v1_random	1939
211000022279423	chrUn_DS483701v1	11220
211000022278555	chrX_DS484401v1_random	2189
211000022278467	chrX_DS484402v1_random	2189
211000022278817	chrX_DS484483v1_random	2021
211000022280498	chrUn_DS483918v1	3818
211000022280260	chrUn_DS484079v1	2982
211000022280086	chrUn_DS484078v1	2982
211000022280644	chrUn_DS484865v1	1391
211000022279694	chrUn_DS484869v1	1391
211000022278593	chrUn_DS484866v1	1391
211000022278793	chrUn_DS484922v1	1344
211000022279298	chrX_DS484162v1_random	2765
211000022278937	chrUn_DS484207v1	2626
211000022278323	chrX_DS484724v1_random	1575
211000022279456	chrUn_DS483688v1	12095
211000022278229	chrX_DS484526v1_random	1956
211000022278211	chrUn_DS484527v1	1956
211000022278319	chrX_DS484529v1_random	1947
211000022279900	chrUn_DS484528v1	1947
211000022278449	chrY_DS484530v1_random	1947
211000022278426	chrUn_DS484202v1	2636
211000022280080	chrUn_DS484064v1	3044
211000022278219	chrUn_DS484039v1	3162
211000022280427	chrUn_DS485695v2	564
211000022278829	chrX_DS484778v1_random	1488
211000022280445	chrUn_DS483819v1	4903
211000022279430	chrUn_DS485712v1	1070
211000022279624	chrUn_DS485709v1	1070
211000022278441	chrUn_DS485711v1	1070
211000022279492	chrY_DS485839v1_random	1042
211000022279083	chrX_DS485836v1_random	1042
211000022280168	chrUn_DS485832v1	1042
211000022278599	chrUn_DS485838v1	1042
211000022279740	chrUn_DS485833v1	1042
211000022280619	chrY_DS484029v1_random	3195
211000022280473	chrUn_DS483865v1	4289
211000022280517	chrUn_DS483793v1	5463
211000022278484	chrX_DS484688v1_random	1657
211000022278575	chrUn_DS484896v1	1374
211000022279023	chrUn_DS484895v1	1374
211000022280481	chrY_DS483931v1_random	3713
211000022280580	chrUn_DS484353v1	2295
211000022279539	chrUn_DS483769v1	6237
211000022280483	chrY_DS483996v1_random	3341
211000022280583	chrUn_DS483810v1	5026
211000022278369	chrUn_DS485123v1	1234
211000022279728	chrUn_DS485125v1	1234
211000022279267	chrUn_DS485122v1	1234
211000022278868	chrX_DS484114v1_random	2871
211000022278734	chrY_DS484164v1_random	2762
211000022279750	chrUn_DS483913v1	3871
211000022280214	chrUn_DS484151v1	2794
211000022278440	chrUn_DS484168v1	2744
211000022280456	chrUn_DS484038v1	3171
211000022279501	chrX_DS485303v1_random	1175
211000022278497	chrUn_DS485304v1	1175
211000022279552	chrX_DS484130v1_random	2834
211000022279532	chrY_DS484103v1_random	2899
211000022280750	chrUn_DS483744v1	9865
211000022280295	chrUn_DS483994v1	3348
211000022279671	chrUn_DS484752v1	1532
211000022278197	chrUn_DS485602v1	1099
211000022280685	chrUn_DS485601v1	1099
211000022280060	chrX_DS484615v1_random	1803
211000022280128	chrUn_DS483854v1	4378
211000022279676	chrX_DS483685v1_random	12187
211000022280585	chrX_DS484586v1_random	1868
211000022280704	chrUn_DS485424v1	1143
211000022278033	chrUn_DS485425v1	1143
211000022279152	chrUn_DS484796v1	1468
211000022278206	chrUn_DS484446v1	2090
211000022279345	chrUn_DS483739v1	12459
211000022280133	chrUn_DS484412v1	2161
211000022278616	chrX_DS484411v1_random	2161
211000022279198	chrUn_DS484480v1	2030
211000022278513	chrX_DS484379v1_random	2228
211000022279109	chrX_DS484057v1_random	3076
211000022280533	chrUn_DS483982v1	3402
211000022279673	chrX_DS483905v1_random	3926
211000022280025	chrUn_DS485851v1	1039
211000022279443	chrUn_DS485850v1	1039
211000022280072	chrY_DS485849v1_random	1039
211000022279157	chrUn_DS484188v1	2670
211000022280447	chrUn_DS483762v1	6698
211000022279651	chrUn_DS484283v1	2434
211000022278840	chrX_DS484442v1_random	2096
211000022279583	chrY_DS484441v1_random	2096
211000022279559	chrUn_DS483804v1	5189
211000022278227	chrX_DS484765v1_random	1516
3L	chr3L	28110227
211000022279885	chrUn_DS485774v1	1053
211000022279861	chrX_DS485778v1_random	1053
211000022279506	chrUn_DS485775v1	1053
211000022279572	chrUn_DS485780v1	1053
211000022279677	chrY_DS485776v1_random	1053
211000022279862	chrX_DS485201v1_random	1208
211000022279480	chrUn_DS485203v1	1208
211000022278748	chrUn_DS485199v1	1208
211000022279729	chrUn_DS485200v1	1208
211000022280137	chrUn_DS484213v1	2611
211000022279336	chrUn_DS485614v1	1094
211000022280603	chrX_DS483903v1_random	3941
211000022278571	chrUn_DS485773v1	1054
211000022279314	chrY_DS485772v1_random	1054
211000022279459	chrY_DS485685v1_random	1075
211000022278813	chrX_DS485687v1_random	1075
211000022278917	chrUn_DS485686v1	1075
211000022278903	chrUn_DS485688v1	1075
211000022278828	chrX_DS484288v1_random	2425
211000022280643	chrUn_DS484289v1	2425
211000022279971	chrUn_DS484607v1	1819
211000022280243	chrX_DS484666v1_random	1710
211000022278306	chrUn_DS484667v1	1710
211000022280503	chrUn_DS483833v1	4701
211000022280698	chrUn_DS484363v1	2270
211000022278184	chrUn_DS485354v1	1160
211000022278901	chrUn_DS485353v1	1160
211000022278170	chrUn_DS485356v1	1160
211000022278650	chrUn_DS485982v1	1007
211000022278488	chrX_DS485981v1_random	1007
211000022278378	chrUn_DS484100v1	2905
211000022279556	chrUn_DS483663v1	13256
211000022278942	chrUn_DS484309v1	2384
211000022279853	chrUn_DS485211v1	1205
211000022279591	chrUn_DS485208v1	1205
211000022278729	chrUn_DS485209v1	1205
211000022278965	chrY_DS485875v1_random	1032
211000022280178	chrUn_DS485878v1	1032
211000022279599	chrUn_DS485876v1	1032
211000022280534	chrX_DS484330v1_random	2353
211000022278459	chrX_DS485769v1_random	1055
211000022279814	chrUn_DS485770v1	1055
211000022278841	chrX_DS485771v1_random	1055
211000022280633	chrX_DS484341v1_random	2328
211000022279612	chrUn_DS484340v1	2328
211000022279324	chrUn_DS484899v1	1369
211000022278172	chrX_DS484272v1_random	2464
211000022279463	chrUn_DS483853v1	4381
211000022278777	chrUn_DS483682v1	12354
211000022279193	chrUn_DS484274v1	2462
211000022279875	chrUn_DS484815v1	1446
211000022278286	chrUn_DS484816v1	1446
211000022279784	chrUn_DS484062v1	3058
211000022279654	chrUn_DS484499v1	1995
Unmapped_Scaffold_17_D1756_D1775	chrUn_CP007084v1	62570
211000022278232	chrX_DS484745v1_random	1541
211000022279218	chrUn_DS485092v1	1246
211000022280177	chrUn_DS485091v1	1246
211000022278835	chrX_DS485782v1_random	1052
211000022278199	chrUn_DS485783v1	1052
211000022278530	chrUn_DS485781v1	1052
211000022279613	chrUn_DS483965v1	3503
211000022278452	chrUn_DS484229v1	2575
211000022279190	chrUn_DS484228v1	2575
211000022280443	chrUn_DS484230v1	2575
211000022278512	chrX_DS484785v1_random	1478
211000022280335	chrUn_DS483983v1	3396
211000022278049	chrUn_DS483705v1	27456
211000022279284	chrUn_DS484028v1	3196
211000022278421	chrUn_DS484180v1	2697
211000022278505	chrX_DS485104v1_random	1240
211000022280053	chrUn_DS485105v1	1240
211000022278808	chrUn_DS485102v1	1240
211000022279252	chrUn_DS485679v1	1077
211000022278241	chrUn_DS485678v1	1077
211000022278569	chrUn_DS485229v1	1198
211000022279555	chrUn_DS485228v1	1198
211000022279063	chrX_DS484444v1_random	2094
211000022278874	chrUn_DS484443v1	2094
211000022279291	chrX_DS485790v1_random	1051
211000022280040	chrY_DS485786v1_random	1051
211000022278419	chrUn_DS485789v1	1051
211000022278357	chrUn_DS485788v1	1051
211000022278647	chrX_DS485785v1_random	1051
211000022279245	chrX_DS484541v1_random	1933
211000022279228	chrUn_DS484542v1	1933
211000022280079	chrUn_DS485595v1	1101
211000022278201	chrY_DS485594v1_random	1101
211000022279965	chrUn_DS485593v1	1101
211000022278161	chrUn_DS485086v1	1250
Unmapped_Scaffold_44_D1670	chrUn_CP007093v1	25698
Unmapped_Scaffold_54_D1776	chrUn_CP007099v1	12632
211000022279022	chrUn_DS483674v1	12632
211000022279906	chrUn_DS485874v1	1033
211000022278772	chrY_DS485873v1_random	1033
211000022278541	chrUn_DS485872v1	1033
211000022278453	chrUn_DS485870v1	1033
211000022280687	chrUn_DS484009v1	3259
211000022280480	chrUn_DS484010v1	3259
211000022279169	chrUn_DS484048v1	3120
211000022279365	chrUn_DS484910v1	1356
211000022279392	chrY_DS484909v1_random	1356
211000022279789	chrUn_DS485253v1	1191
211000022280083	chrUn_DS485252v1	1191
211000022280541	chrUn_DS483647v1	14028
211000022278721	chrUn_DS484776v1	1490
211000022279052	chrUn_DS483876v1	4188
211000022279012	chrX_DS485300v1_random	1178
211000022279317	chrUn_DS485298v1	1178
211000022279505	chrX_DS485299v1_random	1178
211000022278265	chrUn_DS485296v1	1178
211000022280225	chrUn_DS485297v1	1178
211000022278166	chrUn_DS485294v1	1178
211000022278236	chrX_DS485618v1_random	1092
211000022279772	chrX_DS484002v1_random	3290
211000022278985	chrUn_DS485826v1	1044
211000022278427	chrUn_DS485825v1	1044
211000022279387	chrUn_DS485823v1	1044
211000022280561	chrUn_DS484296v1	2417
211000022279358	chrUn_DS485273v1	1185
211000022278091	chrUn_DS485270v1	1185
211000022279631	chrUn_DS485275v1	1185
211000022279290	chrX_DS485271v1_random	1185
211000022280545	chrUn_DS483776v1	6000
211000022279600	chrUn_DS484831v1	1429
211000022279950	chrY_DS484830v1_random	1429
211000022279441	chrUn_DS485053v1	1266
211000022278824	chrX_DS485852v1_random	1038
211000022278517	chrUn_DS485854v1	1038
211000022278291	chrUn_DS485853v1	1038
Y_mapped_Scaffold_21_D1683_D1693	chrY_CP007113v1_random	34359
211000022279667	chrUn_DS483872v1	4222
211000022278089	chrUn_DS483873v1	4222
211000022280494	chrY_DS483875v1_random	4197
211000022278951	chrUn_DS485249v1	1192
211000022279498	chrUn_DS485251v1	1192
211000022278990	chrY_DS485250v1_random	1192
211000022279615	chrUn_DS485068v1	1260
211000022278756	chrY_DS485070v1_random	1260
211000022280091	chrUn_DS485071v1	1260
211000022279528	chrX_DS485072v1_random	1260
211000022278945	chrUn_DS483914v1	3864
211000022279047	chrY_DS485158v1_random	1224
211000022279682	chrUn_DS485161v1	1224
211000022278798	chrY_DS485159v1_random	1224
211000022279590	chrUn_DS485160v1	1224
211000022279791	chrY_DS485888v1_random	1029
211000022278386	chrUn_DS485891v1	1029
211000022280011	chrUn_DS485889v1	1029
211000022279117	chrUn_DS485887v1	1029
211000022278948	chrUn_DS485893v1	1029
211000022279802	chrY_DS485892v1_random	1029
211000022278939	chrY_DS485894v1_random	1029
211000022279084	chrX_DS484419v1_random	2132
211000022279186	chrY_DS484049v1_random	3102
X3X4_mapped_Scaffold_14_D1732	chrX_CP007104v1_random	27447
211000022280637	chrUn_DS483800v1	5316
211000022278125	chrX_DS484668v1_random	1709
211000022280098	chrUn_DS483886v1	4081
211000022280457	chrUn_DS483844v1	4471
211000022279781	chrUn_DS485655v1	1083
211000022279578	chrUn_DS485656v1	1083
211000022279569	chrUn_DS485657v1	1083
211000022279787	chrUn_DS484348v1	2308
211000022279623	chrUn_DS484156v1	2788
211000022278210	chrUn_DS484769v1	1508
211000022278949	chrUn_DS484846v1	1412
211000022278342	chrX_DS484845v1_random	1412
211000022278768	chrUn_DS483972v1	3477
211000022278851	chrX_DS484786v1_random	1476
211000022279884	chrUn_DS483782v1	5915
211000022280347	chrUn_DS484581v1	1870
211000022278318	chrX_DS484582v1_random	1870
211000022279237	chrUn_DS484487v1	2010
211000022279989	chrY_DS484641v1_random	1756
211000022279678	chrY_DS485137v1_random	1230
211000022278047	chrUn_DS484484v1	2020
211000022278581	chrUn_DS484069v1	3010
211000022278346	chrX_DS484568v1_random	1899
211000022280233	chrUn_DS483822v1	4865
211000022280653	chrUn_DS483880v1	4150
211000022280501	chrUn_DS484134v1	2828
211000022278906	chrX_DS485471v1_random	1131
211000022279800	chrY_DS485473v1_random	1131
211000022278977	chrUn_DS485472v1	1131
Unmapped_Scaffold_11_D1754	chrUn_CP007082v1	36482
211000022279497	chrX_DS484005v1_random	3275
3Cen_mapped_Scaffold_31_D1643_D1653_D1791	chrUn_CP007076v1	87365
211000022278356	chrUn_DS485038v1	1272
211000022280261	chrUn_DS484065v1	3043
211000022279462	chrUn_DS485233v1	1197
211000022280345	chrUn_DS485230v1	1197
211000022279953	chrUn_DS484017v1	3227
211000022278611	chrUn_DS483940v1	3648
211000022279554	chrUn_DS485184v1	1212
211000022279860	chrX_DS485186v1_random	1212
211000022278744	chrUn_DS484076v1	2991
211000022280037	chrUn_DS484089v1	2928
Y_mapped_Scaffold_34_D1584	chrY_CP007117v1_random	24380
211000022278294	chrUn_DS485443v1	1138
211000022280240	chrUn_DS485653v1	1084
211000022278761	chrUn_DS485650v1	1084
211000022278486	chrX_DS485649v1_random	1084
211000022278660	chrUn_DS485654v1	1084
211000022280019	chrX_DS485651v1_random	1084
211000022278450	chrY_DS485460v1_random	1134
211000022280017	chrX_DS485459v1_random	1134
211000022279747	chrUn_DS485461v1	1134
211000022278750	chrUn_DS485462v1	1134
211000022278688	chrUn_DS485311v1	1173
211000022279803	chrX_DS485310v1_random	1173
211000022279360	chrUn_DS485309v1	1173
211000022278463	chrX_DS484126v1_random	2841
211000022278600	chrUn_DS485701v1	1072
211000022279988	chrY_DS485698v1_random	1072
211000022279208	chrUn_DS484639v1	1761
211000022279274	chrUn_DS484941v1	1333
211000022280140	chrUn_DS484940v1	1333
211000022279550	chrY_DS484942v1_random	1333
211000022278833	chrX_DS485620v1_random	1091
211000022279880	chrUn_DS485621v1	1091
211000022278321	chrX_DS484518v1_random	1964
211000022278509	chrY_DS484233v1_random	2565
211000022278254	chrUn_DS484490v1	2006
211000022280192	chrUn_DS484491v1	2006
211000022278628	chrX_DS484397v1_random	2196
211000022279413	chrUn_DS485220v1	1202
211000022280090	chrY_DS485219v1_random	1202
211000022278747	chrUn_DS485515v1	1120
211000022280251	chrUn_DS484097v1	2914
211000022280196	chrUn_DS484734v1	1555
211000022280442	chrX_DS484387v1_random	2210
211000022278612	chrX_DS484362v1_random	2273
211000022279452	chrY_DS485302v1_random	1176
211000022279486	chrY_DS485718v1_random	1068
211000022280151	chrUn_DS484486v1	2014
211000022278136	chrUn_DS485130v1	1232
211000022278205	chrUn_DS484407v1	2176
211000022279425	chrUn_DS485218v1	1203
211000022279445	chrUn_DS485215v1	1203
211000022280154	chrUn_DS485216v1	1203
211000022279082	chrX_DS484137v1_random	2822
211000022279964	chrUn_DS484138v1	2822
211000022278911	chrX_DS484597v1_random	1843
211000022278325	chrX_DS484594v1_random	1843
211000022278481	chrX_DS484596v1_random	1843
211000022279192	chrUn_DS484595v1	1843
211000022279446	chrX_DS483665v1_random	13234
211000022280596	chrUn_DS483724v1	13501
211000022279527	chrUn_DS484157v1	2787
211000022280511	chrUn_DS484053v1	3085
211000022280743	chrUn_DS483846v1	4452
211000022279147	chrUn_DS483783v1	5891
211000022279144	chrUn_DS485136v1	1231
211000022279183	chrUn_DS485133v1	1231
211000022278727	chrUn_DS485132v1	1231
211000022280210	chrUn_DS485134v1	1231
211000022279404	chrY_DS484956v1_random	1322
211000022278925	chrX_DS485262v1_random	1189
211000022280689	chrUn_DS485259v1	1189
211000022278370	chrUn_DS485261v1	1189
211000022279738	chrUn_DS485258v1	1189
211000022278479	chrX_DS485257v1_random	1189
211000022279095	chrUn_DS485260v1	1189
211000022278883	chrUn_DS484077v1	2984
211000022278689	chrUn_DS484897v1	1373
211000022278891	chrUn_DS484738v1	1550
211000022278655	chrX_DS484737v1_random	1550
211000022278810	chrX_DS484349v1_random	2307
Unmapped_Scaffold_22_D1753	chrUn_CP007085v1	45120
211000022279858	chrUn_DS484630v1	1776
211000022279938	chrY_DS485436v1_random	1140
211000022278745	chrUn_DS485437v1	1140
211000022278143	chrUn_DS485433v1	1140
211000022279603	chrUn_DS485434v1	1140
Y_mapped_Scaffold_20_D1762_D1719	chrY_CP007112v1_random	39041
211000022278287	chrUn_DS485925v1	1020
211000022278585	chrUn_DS485929v1	1020
211000022278710	chrY_DS485927v1_random	1020
211000022280470	chrX_DS483950v1_random	3582
211000022280467	chrUn_DS484045v1	3129
211000022278439	chrUn_DS484475v1	2043
Unmapped_Scaffold_48_D1678	chrUn_CP007096v1	26115
211000022278446	chrUn_DS484532v1	1945
211000022280208	chrUn_DS484321v1	2368
211000022280089	chrUn_DS484206v1	2628
211000022280350	chrUn_DS485724v1	1067
211000022278526	chrUn_DS485722v1	1067
211000022278635	chrX_DS485723v1_random	1067
211000022279165	chrY_DS485523v1_random	1118
211000022279493	chrUn_DS485521v1	1118
211000022279400	chrUn_DS485520v1	1118
211000022278514	chrUn_DS485522v1	1118
211000022279686	chrX_DS484749v1_random	1534
211000022279007	chrY_DS485696v1_random	1073
211000022278431	chrX_DS484447v1_random	2089
211000022280176	chrUn_DS484421v1	2129
211000022278946	chrUn_DS485362v1	1158
211000022279773	chrX_DS485364v1_random	1158
211000022279511	chrY_DS485363v1_random	1158
211000022280763	chrY_DS483690v1_random	12001
211000022278138	chrUn_DS484448v1	2088
211000022278182	chrUn_DS484770v1	1504
211000022278786	chrUn_DS484771v1	1504
Unmapped_Scaffold_45_D1673	chrUn_CP007094v1	29583
211000022279681	chrY_DS483742v1_random	11763
211000022279574	chrUn_DS484591v1	1854
211000022279813	chrY_DS485552v1_random	1111
211000022279259	chrUn_DS484315v1	2379
211000022280453	chrX_DS484316v1_random	2379
211000022278837	chrX_DS484840v1_random	1419
211000022279344	chrUn_DS483840v1	4573
211000022278226	chrX_DS484459v1_random	2078
211000022278877	chrUn_DS485498v1	1125
211000022279407	chrUn_DS485497v1	1125
211000022280597	chrX_DS483974v1_random	3473
211000022280720	chrUn_DS483807v1	5061
211000022280330	chrX_DS484371v1_random	2247
Unmapped_Scaffold_60_D1601	chrUn_CP007101v1	24503
211000022280296	chrUn_DS484013v1	3252
211000022279062	chrX_DS484260v1_random	2505
211000022280497	chrUn_DS484167v1	2745
211000022279224	chrY_DS484037v1_random	3173
211000022279195	chrUn_DS485917v1	1022
211000022279262	chrUn_DS485912v1	1022
211000022278474	chrX_DS485913v1_random	1022
211000022279289	chrUn_DS485915v1	1022
211000022279453	chrUn_DS483820v1	4888
211000022280700	chrUn_DS484652v1	1733
211000022279748	chrUn_DS484828v1	1430
211000022279030	chrY_DS483966v1_random	3502
211000022279122	chrUn_DS484310v1	2383
211000022278716	chrUn_DS484311v1	2383
211000022278586	chrY_DS484146v1_random	2799
211000022278376	chrUn_DS484716v1	1594
211000022280046	chrUn_DS483773v1	6062
